Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Dovitinib	Dovitinib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	15598814	IC50	=		III
Dovitinib	Dovitinib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	19113866	IC50	=		III
Dovitinib	Dovitinib	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	15598814	IC50	=		III
Dovitinib	Dovitinib	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	19113866	IC50	=		III
Staurosporine	Staurosporine	PRKCI	Protein	P41743	Homo sapiens	IUPHAR	17875639	IC50	=	346	III
Staurosporine	Staurosporine	PHKG2	Protein	P15735	Homo sapiens	IUPHAR	19397322	IC50	=	0.100000001	III
Staurosporine	Staurosporine	ZAP70	Protein	P43403	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	ZAP70	Protein	P43403	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	CAMK2B	Protein	Q13554	Homo sapiens	IUPHAR	19397322	IC50	<	0.100000001	III
Staurosporine	Staurosporine	STK3	Protein	Q13188	Homo sapiens	IUPHAR	19397322	IC50	=	0.409999996	III
Staurosporine	Staurosporine	CHRM1	Protein	P11229	Homo sapiens	IUPHAR	10860942	NA	NA	NA	II
Staurosporine	Staurosporine	TNIK	Protein	Q9UKE5	Homo sapiens	IUPHAR	23232060	IC50	=	1.399999976	III
Staurosporine	Staurosporine	LCK	Protein	P06239	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	LCK	Protein	P06239	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	MAPKAPK2	Protein	P49137	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	MAPKAPK2	Protein	P49137	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	PDPK1	Protein	O15530	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	PDPK1	Protein	O15530	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	CSK	Protein	P41240	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	CSK	Protein	P41240	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	PIM1	Protein	P11309	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	PIM1	Protein	P11309	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	SYK	Protein	P43405	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	SYK	Protein	P43405	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	CHRM4	Protein	P08173	Homo sapiens	IUPHAR	10860942	NA	NA	NA	II
Staurosporine	Staurosporine	HIPK1	Protein	Q86Z02	Homo sapiens	IUPHAR	19397322	IC50	=	2639	III
Staurosporine	Staurosporine	DAPK1	Protein	P53355	Homo sapiens	IUPHAR	19397322	IC50	=	0.5	III
Staurosporine	Staurosporine	CDK2	Protein	P24941	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	CDK2	Protein	P24941	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	MAP2K4	Protein	P45985	Homo sapiens	IUPHAR	12166950	IC50	<	1	III
Staurosporine	Staurosporine	PRKACB	Protein	P22694	Homo sapiens	IUPHAR	21435888	IC50	=	33	III
Staurosporine	Staurosporine	ITK	Protein	Q08881	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	ITK	Protein	Q08881	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	PAK2	Protein	Q13177	Homo sapiens	IUPHAR	19397322	IC50	=	1	III
Staurosporine	Staurosporine	PKN1	Protein	Q16512	Homo sapiens	IUPHAR	19397322	IC50	=	1	III
Staurosporine	Staurosporine	PIK3CG	Protein	P48736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	PIK3CG	Protein	P48736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	MAP2K6	Protein	P52564	Homo sapiens	IUPHAR	12166950	IC50	<	1	III
Staurosporine	Staurosporine	CHRM2	Protein	P08172	Homo sapiens	IUPHAR	10860942	NA	NA	NA	II
Staurosporine	Staurosporine	GSK3B	Protein	P49841	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	GSK3B	Protein	P49841	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Staurosporine	Staurosporine	PRKCQ	Protein	Q04759	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Staurosporine	Staurosporine	PRKCQ	Protein	Q04759	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dacomitinib	Dacomitinib	ERBB4	Protein	Q15303	Homo sapiens	IUPHAR	22621397	IC50	=	74	III
Dacomitinib	Dacomitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	22621397	IC50	=	6	III
Dacomitinib	Dacomitinib	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	22621397	IC50	=	46	III
Dinaciclib	Dinaciclib	CDK5	Protein	Q00535	Homo sapiens	IUPHAR	24007471	IC50	=	1	III
Dinaciclib	Dinaciclib	CDK1	Protein	P06493	Homo sapiens	IUPHAR	24007471	IC50	=	3	III
Dinaciclib	Dinaciclib	CDK2	Protein	P24941	Homo sapiens	IUPHAR	24007471	IC50	=	1	III
Dinaciclib	Dinaciclib	CDK9	Protein	P50750	Homo sapiens	IUPHAR	24007471	IC50	=	4	III
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	16538493	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	16609021	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	16719540	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	15353299	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	16563096	NA	NA	NA	II
Fluorouracil	Fluorouracil	TYMS	Protein	P04818	Homo sapiens	DrugBank	16596248	NA	NA	NA	II
Fluorouracil	Fluorouracil	RNA	RNA	null	Homo sapiens	DrugBank	12724731	NA	NA	NA	II
Fluorouracil	Fluorouracil	RNA	RNA	null	Homo sapiens	DrugBank	15032669	NA	NA	NA	II
Fluorouracil	Fluorouracil	RNA	RNA	null	Homo sapiens	DrugBank	18979208	NA	NA	NA	II
Fluorouracil	Fluorouracil	RNA	RNA	null	Homo sapiens	DrugBank	9264308	NA	NA	NA	II
Fluorouracil	Fluorouracil	DNA	DNA	null	Homo sapiens	DrugBank	12724731	NA	NA	NA	II
Fluorouracil	Fluorouracil	DNA	DNA	null	Homo sapiens	DrugBank	15032669	NA	NA	NA	II
Fluorouracil	Fluorouracil	DNA	DNA	null	Homo sapiens	DrugBank	18979208	NA	NA	NA	II
Fluorouracil	Fluorouracil	DNA	DNA	null	Homo sapiens	DrugBank	9264308	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC2	Protein	Q92769	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC2	Protein	Q92769	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC2	Protein	Q92769	Homo sapiens	IUPHAR	17868033	EC50	=	3	III
Panobinostat	Panobinostat	HDAC10	Protein	Q969S8	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC10	Protein	Q969S8	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC5	Protein	Q9UQL6	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC5	Protein	Q9UQL6	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC6	Protein	Q9UBN7	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC6	Protein	Q9UBN7	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC6	Protein	Q9UBN7	Homo sapiens	IUPHAR	17868033	EC50	=	61	III
Panobinostat	Panobinostat	HDAC9	Protein	Q9UKV0	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC9	Protein	Q9UKV0	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC9	Protein	Q9UKV0	Homo sapiens	IUPHAR	17868033	EC50	=	3	III
Panobinostat	Panobinostat	HDAC4	Protein	P56524	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC4	Protein	P56524	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC4	Protein	P56524	Homo sapiens	IUPHAR	17868033	EC50	=	12	III
Panobinostat	Panobinostat	HDAC7	Protein	Q8WUI4	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC7	Protein	Q8WUI4	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC7	Protein	Q8WUI4	Homo sapiens	IUPHAR	17868033	EC50	=	14	III
Panobinostat	Panobinostat	HDAC8	Protein	Q9BY41	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC8	Protein	Q9BY41	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC8	Protein	Q9BY41	Homo sapiens	IUPHAR	17868033	EC50	=	248	III
Panobinostat	Panobinostat	HDAC3	Protein	O15379	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC3	Protein	O15379	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC3	Protein	O15379	Homo sapiens	IUPHAR	17868033	EC50	=	4	III
Panobinostat	Panobinostat	HDAC1	Protein	Q13547	Homo sapiens	DrugBank	17145876	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC1	Protein	Q13547	Homo sapiens	DrugBank	17455259	NA	NA	NA	II
Panobinostat	Panobinostat	HDAC1	Protein	Q13547	Homo sapiens	IUPHAR	17868033	EC50	=	3	III
Mechlorethamine Hydrochloride	Mechlorethamine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Mechlorethamine Hydrochloride	Mechlorethamine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	19480393	NA	NA	NA	II
Mechlorethamine Hydrochloride	Mechlorethamine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Mechlorethamine Hydrochloride	Mechlorethamine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	15781216	NA	NA	NA	II
Sipuleucel-T	Sipuleucel-T	ACPP	Protein	P15309	Homo sapiens	DrugBank	26025563	NA	NA	NA	II
Sipuleucel-T	Sipuleucel-T	ACPP	Protein	P15309	Homo sapiens	DrugBank	15176049	NA	NA	NA	II
Sipuleucel-T	Sipuleucel-T	ACPP	Protein	P15309	Homo sapiens	DrugBank	16736512	NA	NA	NA	II
Lorlatinib	Lorlatinib	ROS1	Protein	P08922	Homo sapiens	IUPHAR	NA_IUPHAR	Ki	=	0.005	I
Lorlatinib	Lorlatinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	24819116	Ki	=	0.699999988	III
Lorlatinib	Lorlatinib	FES	Protein	P07332	Homo sapiens	IUPHAR	24819116	IC50	=	6	III
Trastuzumab	Trastuzumab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1QA	Protein	P02745	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	9435876	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1S	Protein	P09871	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1S	Protein	P09871	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	15680154	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	15471859	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	16109421	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	15868915	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	14666732	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	17660958	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	11098307	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	18690878	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17704420	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17363544	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1QC	Protein	P02747	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1R	Protein	P00736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1R	Protein	P00736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Trastuzumab	Trastuzumab	C1QB	Protein	P02746	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Trastuzumab	Trastuzumab	EGFR	Protein	P00533	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aurora Kinase Inhibitor MLN8054	Aurora Kinase Inhibitor MLN8054	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	19402633	IC50	=	9.300000191	III
Aurora Kinase Inhibitor MLN8054	Aurora Kinase Inhibitor MLN8054	AURKA	Protein	O14965	Homo sapiens	IUPHAR	22037378	Kd	=	6.5	III
Aurora Kinase Inhibitor MLN8054	Aurora Kinase Inhibitor MLN8054	AURKA	Protein	O14965	Homo sapiens	IUPHAR	17360485	IC50	=		III
Aurora Kinase Inhibitor MLN8054	Aurora Kinase Inhibitor MLN8054	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19402633	IC50	=		III
Cabozantinib	Cabozantinib	KDR	Protein	P35968	Homo sapiens	DrugBank	21606412	NA	NA	NA	II
Cabozantinib	Cabozantinib	KDR	Protein	P35968	Homo sapiens	DrugBank	21926191	NA	NA	NA	II
Cabozantinib	Cabozantinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	21926191	IC50	=	0.349999994	III
Cabozantinib	Cabozantinib	RET	Protein	P07949	Homo sapiens	DrugBank	21606412	NA	NA	NA	II
Cabozantinib	Cabozantinib	MET	Protein	P08581	Homo sapiens	DrugBank	21606412	NA	NA	NA	II
Cabozantinib	Cabozantinib	MET	Protein	P08581	Homo sapiens	DrugBank	21926191	NA	NA	NA	II
Cabozantinib	Cabozantinib	MET	Protein	P08581	Homo sapiens	IUPHAR	21926191	IC50	=	1.299999952	III
Dexamethasone	Dexamethasone	NOS2	Protein	P35228	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dexamethasone	Dexamethasone	NOS2	Protein	P35228	Homo sapiens	DrugBank	17503181	NA	NA	NA	II
Dexamethasone	Dexamethasone	NOS2	Protein	P35228	Homo sapiens	DrugBank	17494951	NA	NA	NA	II
Dexamethasone	Dexamethasone	NOS2	Protein	P35228	Homo sapiens	DrugBank	17379310	NA	NA	NA	II
Dexamethasone	Dexamethasone	ANXA1	Protein	P04083	Homo sapiens	DrugBank	17644190	NA	NA	NA	II
Dexamethasone	Dexamethasone	ANXA1	Protein	P04083	Homo sapiens	DrugBank	17158208	NA	NA	NA	II
Dexamethasone	Dexamethasone	ANXA1	Protein	P04083	Homo sapiens	DrugBank	17076770	NA	NA	NA	II
Dexamethasone	Dexamethasone	ANXA1	Protein	P04083	Homo sapiens	DrugBank	16883066	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C2	Protein	P08235	Homo sapiens	IUPHAR	8282004	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C2	Protein	P08235	Homo sapiens	IUPHAR	10611474	NA	NA	NA	II
Dexamethasone	Dexamethasone	Nr1i2	Protein	O54915	Mouse	IUPHAR	9489701	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR0B1	Protein	P51843	Homo sapiens	DrugBank	16857744	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR0B1	Protein	P51843	Homo sapiens	DrugBank	17526944	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16963802	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16956592	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	IUPHAR	8282004	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	IUPHAR	10611474	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	IUPHAR	10747884	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16971495	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16891588	NA	NA	NA	II
Dexamethasone	Dexamethasone	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16835395	NA	NA	NA	II
Goserelin Acetate	Goserelin Acetate	LHCGR	Protein	P22888	Homo sapiens	DrugBank	20053189	NA	NA	NA	II
Goserelin Acetate	Goserelin Acetate	LHCGR	Protein	P22888	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Goserelin Acetate	Goserelin Acetate	LHCGR	Protein	P22888	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Goserelin Acetate	Goserelin Acetate	GNRHR	Protein	P30968	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Goserelin Acetate	Goserelin Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	20053189	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1R	Protein	P00736	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1R	Protein	P00736	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1S	Protein	P09871	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1S	Protein	P09871	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QA	Protein	P02745	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QA	Protein	P02745	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QC	Protein	P02747	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QC	Protein	P02747	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	11418316	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	12011122	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	15045033	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	20113680	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	11879282	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	MS4A1	Protein	P11836	Homo sapiens	DrugBank	10541376	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QB	Protein	P02746	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	C1QB	Protein	P02746	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2B	Protein	P31994	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2C	Protein	P31995	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Ibritumomab Tiuxetan	Ibritumomab Tiuxetan	FCGR2A	Protein	P12318	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Pictilisib	Pictilisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	18754654	IC50	=	3	III
Pictilisib	Pictilisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	18754654	IC50	=	3	III
Pictilisib	Pictilisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	18754654	IC50	=	75	III
Pictilisib	Pictilisib	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	18754654	IC50	=	33	III
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	20691709	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	11168494	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	20442307	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	20442307	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	19277662	NA	NA	NA	II
Zoledronic Acid	Zoledronic Acid	Fdps	Protein	P05369	Rat	IUPHAR	18325729	IC50	=	500	III
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	DrugBank	11160603	NA	NA	NA	II
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	DrugBank	17535895	NA	NA	NA	II
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	DrugBank	17477829	NA	NA	NA	II
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	IUPHAR	18327899	IC50	=	475.2999878	III
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	IUPHAR	18327899	Ki	=	0.07	III
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	IUPHAR	18327899	IC50	=	4.099999905	III
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	IUPHAR	18937434	IC50	=	4.099999905	III
Zoledronic Acid	Zoledronic Acid	FDPS	Protein	P14324	Homo sapiens	IUPHAR	18327899	Ki	=	85.90000153	III
