Drug	Target_Name	UniProt_ID	Target_Org	PubMedIDs
Bortezomib	26S proteasome non-ATPase regulatory subunit 2	Q13200	Human	20501616|17016423|20954323|17139284|19252820
Bortezomib	Proteasome subunit beta type-1	P20618	Human	17016423|10592235|20954323|17139284
Bortezomib	Proteasome subunit beta type-5	P28074	Human	16081156|10592235|20954323
Bortezomib	Proteasome subunit beta type-2	P49721	Human	17016423|10592235|20954323|17139284
Bortezomib	26S proteasome non-ATPase regulatory subunit 1	Q99460	Human	17016423|20954323|17139284
Bortezomib	Proteasome subunit alpha type-1	P25786	Human	10592235
Bortezomib	Proteasome subunit alpha type-2	P25787	Human	10592235
Bortezomib	Proteasome subunit alpha type-3	P25788	Human	10592235
Bortezomib	Proteasome subunit alpha type-4	P25789	Human	10592235
Bortezomib	Proteasome subunit alpha type-5	P28066	Human	10592235
Bortezomib	Proteasome subunit alpha type-6	P60900	Human	10592235
Bortezomib	Proteasome subunit alpha type-7	O14818	Human	10592235
Bortezomib	Proteasome subunit beta type-3	P49720	Human	10592235
Bortezomib	Proteasome subunit beta type-4	P28070	Human	10592235
Bortezomib	Proteasome subunit beta type-6	P28072	Human	10592235
Bortezomib	Proteasome subunit beta type-7	Q99436	Human	10592235
Ethchlorvynol	GABA-A receptor (anion channel)	Q9UN88	Human	1585214
Carbidopa	Aromatic-L-amino-acid decarboxylase	P20711	Human	12885750|11709201|17241115|11752352|16184369|11106255|10934669
Phentermine	Sodium-dependent noradrenaline transporter	P23975	Human	17016423|17139284|7902561|16119498|11060745
Phentermine	Sodium-dependent serotonin transporter	P31645	Human	14675103|17459426|16380550|10458725|16644904
Phentermine	Sodium-dependent dopamine transporter	Q01959	Human	17459426|19928382
Phentermine	Amine oxidase [flavin-containing] A	P21397	Human	10799660|11673765|11911838|10231134
Phentermine	Amine oxidase [flavin-containing] B	P27338	Human	10799660|11673765|11911838|10218558|10231134
Indecainide	Sodium channel protein type 5 subunit alpha	Q14524	Human	17016423|6206315|17139284|2476626|11752352|2688391
Tramadol	Mu-type opioid receptor	P35372	Human	10961373|8955860|15509185|16793069|10991912|11752352|1309873|17380034
Tramadol	Sodium-dependent noradrenaline transporter	P23975	Human	8955860|19341511|11752352|11916794
Tramadol	Sodium-dependent serotonin transporter	P31645	Human	8955860|16427041|1596676
Tramadol	5-hydroxytryptamine receptor 2C	P28335	Human	15105221|16679816
Tramadol	Kappa-type opioid receptor	P41145	Human	12570923
Tramadol	Delta-type opioid receptor	P41143	Human	19027293
Tramadol	Glutamate receptor ionotropic, NMDA 3A	Q8TCU5	Human	15845694
Tramadol	Alpha-7 nicotinic cholinergic receptor subunit	Q693P7	Human	12010769
Tramadol	Muscarinic acetylcholine receptor M3	P20309	Human	12401609|11561087
Vidarabine	DNA polymerase catalytic subunit	P03198	HHV-4	17016423|16797734|17139284
Vidarabine	DNA	null	Human	17016423|17139284
Vidarabine	Thymidine kinase	P09250	HHV-3	17016423|12122323|10592235|16797734|17139284
Vidarabine	Thymidine kinase	Q9QNF7	HHV-1	17016423|12122323|16797734|17139284
Betaxolol	Beta-1 adrenergic receptor	P08588	Human	2891463|12181453|2077180|11752352|17513029
Betaxolol	Beta-2 adrenergic receptor	P07550	Human	10080340
Fluconazole	Lanosterol 14-alpha demethylase	P10613	Yeast	16966400|15314102|16966178
Troglitazone	Peroxisome proliferator-activated receptor gamma	P37231	Human	10222233|10214942|10097144|10076568|11752352|12475986|10200320
Troglitazone	Long-chain-fatty-acid--CoA ligase 4	O60488	Human	11319222|12147264|11319232
Troglitazone	Plasminogen activator inhibitor 1	P05121	Human	10418858|10770198|10871202|10768100|10831180
Troglitazone	Equilibrative nucleoside transporter 1	Q99808	Human	15963471
Troglitazone	Estrogen-related receptor gamma	P62508	Human	20298676
Troglitazone	Steroid hormone receptor ERR1	P11474	Human	20298676
Oseltamivir	Neuraminidase	P11485	Influenza A virus (strain A/Chile/1/1983 H1N1)	17016423|17707775|12821478|17139284|12435681
Oseltamivir	Liver carboxylesterase 1	P23141	Human	16966469|19022936|19104028
Oseltamivir	Sialidase-1	Q99519	Human	20222714
Oseltamivir	Sialidase-2	Q9Y3R4	Human	20222714
Erythromycin	23S rRNA	null	Enteric bacteria and other eubacteria	3122849|11677599|11698379
Erythromycin	50S ribosomal protein L22	P61177	Escherichia coli O157:H7	17014718|15996971|12623020|16940070|15851032|12225755
Erythromycin	50S ribosomal protein L4	P60725	Escherichia coli O157:H7	17014718|15509870|12623020|15851032
Erythromycin	Multidrug resistance protein 1	P08183	Human	11961113
Erythromycin	Cytochrome P450 3A4	P08684	Human	12699389
Erythromycin	Motilin receptor	O43193	Human	15027861
Erythromycin	Potassium voltage-gated channel subfamily H member 2	Q12809	Human	15324906
Erythromycin	Lanosterol 14-alpha demethylase	Q16850	Human	17194716
Erythromycin	Serum albumin	P02768	Human	19164148
Erythromycin	Multidrug and toxin extrusion protein 1	Q96FL8	Human	23241029
Hydroxocobalamin	Methionine synthase	Q99707	Human	9587031|18565|1744096|3812589|7599160
Hydroxocobalamin	Methylmalonyl-CoA mutase, mitochondrial	P22033	Human	8741039|18565|36882|7599160|11955068|11752352
Hydroxocobalamin	Methionine synthase reductase	Q9UBK8	Human	17016423|17139284
Hydroxocobalamin	Methylmalonic aciduria type A protein, mitochondrial	Q8IVH4	Human	17016423|17139284|20301409
Hydroxocobalamin	Transcobalamin-1	P20061	Human	6726060|844253
Hydroxocobalamin	Protein amnionless	Q9BXJ7	Human	17016423|17139284|14585166
Hydroxocobalamin	Cubilin	O60494	Human	17016423|17139284|14585166
Hydroxocobalamin	Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	Q96EY8	Human	17016423|17139284
Hydroxocobalamin	Methylmalonic aciduria and homocystinuria type C protein	Q9Y4U1	Human	17016423|16311595|17139284
Caffeine	Adenosine receptor A1	P30542	Human	17372967|17085856|17162470|16702031|17126319|11752352
Caffeine	Adenosine receptor A2a	P29274	Human	17616786|17577101|17558310|11752352
Caffeine	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Human	17016423|17514358|17139284
Caffeine	Ryanodine receptor 1	P21817	Human	17514358
Caffeine	Cyclic nucleotide phosphodiesterase	P35913	Human	20164566|11692087
Caffeine	DNA-dependent protein kinase catalytic subunit	P78527	Human	12145276
Caffeine	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	Human	12145276
Caffeine	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	P42336	Human	12145276
Caffeine	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	P42338	Human	12145276
Caffeine	Inositol 1,4,5-trisphosphate receptor	Q14573	Human	1844813
Caffeine	Serine-protein kinase ATM	Q13315	Human	10531013|10485486
Succinylcholine	Neuronal acetylcholine receptor subunit alpha-10	Q9GZZ6	Human	16571968
Succinylcholine	Alpha-7 nicotinic cholinergic receptor subunit	Q693P7	Human	2272786|2133043|1621972
Succinylcholine	Muscarinic acetylcholine receptor M1	P11229	Human	17016423|10437710|17139284
Succinylcholine	Muscarinic acetylcholine receptor M2	P08172	Human	9523819
Succinylcholine	Muscarinic acetylcholine receptor M3	P20309	Human	11752352|9523819
Sildenafil	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	Human	12554648|12614192|17959709|12567500|17979301|11752352|12414329|12477710|16735511
Sildenafil	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	P18545	Human	16815627
Sildenafil	Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	Q13956	Human	16815627
Dofetilide	Potassium voltage-gated channel subfamily H member 2	Q12809	Human	9486667|10712445|11166283|11698075|11723241|11752352|15548764|10648647
Dofetilide	Potassium channel subfamily K member 2	O95069	Human	17016423|17187453|17139284
Dofetilide	ATP-sensitive inward rectifier potassium channel 12	Q14500	Human	8700146
Pyrimethamine	Dihydrofolate reductase	P00374	Human	12951104|9108546|11752352|9380737
Pyrimethamine	Bifunctional dihydrofolate reductase-thymidylate synthase	P13922	Plasmodium falciparum (isolate K1 / Thailand)	17016423|14622418|2677719|9554869|11964483|17139284
Reserpine	Synaptic vesicular amine transporter	Q05940	Human	17016423|1438304|17139284|11752352|20176067|17559790|8525459
Reserpine	Chromaffin granule amine transporter	P54219	Human	21712771
Azithromycin	23S rRNA	null	Enteric bacteria and other eubacteria	12183262|15128458|16464889
Azithromycin	50S ribosomal protein L4	P60725	Escherichia coli O157:H7	17014718|12623020|19071138|12000992|15851032
Azithromycin	50S ribosomal protein L22	P61177	Escherichia coli O157:H7	17014718|12623020|19071138|12000992|15851032
Azithromycin	Protein-arginine deiminase type-4	Q9UM07	Human	17964793
Azithromycin	Cytochrome P450 3A4	P08684	Human	22697905
Ticlopidine	P2Y purinoceptor 12	Q9H244	Human	11454254|15955565|11752352|15816504|17110146
Trospium	Muscarinic acetylcholine receptor M1	P11229	Human	17016423|17139284
Adapalene	Retinoic acid receptor gamma	P13631	Human	17016423|10592235|17139284
Adapalene	Retinoic acid receptor beta	P10826	Human	9204085|11752352|9557255|9990413
Adapalene	Retinoic acid receptor RXR-gamma	P48443	Human	17016423|10651997|17139284
Adapalene	Retinoic acid receptor RXR-beta	P28702	Human	17016423|10651997|17139284
Adapalene	Retinoic acid receptor alpha	P10276	Human	9990415|9204085|10651997|9557255|9990413
Adapalene	Retinoic acid receptor RXR-alpha	P19793	Human	8142113|10651997
Midodrine	Alpha-1A adrenergic receptor	P35348	Human	15163201|12163120|9007522
Midodrine	Alpha-1B adrenergic receptor	P35368	Human	15163201
Midodrine	Alpha-1D adrenergic receptor	P25100	Human	12238918
Remikiren	Renin	P00797	Human	8206619|8319997|7769797|7994817|10583449|11752352
Pantoprazole	Potassium-transporting ATPase alpha chain 1	P20648	Human	19938880|12487624|11752352
Torasemide	Solute carrier family 12 member 1	Q13621	Human	11752352|17460608|10406837
Citalopram	Sodium-dependent serotonin transporter	P31645	Human	10546982|19500602|19616061|7548008|10063489|11300876|10188639|15955412|9537821|17916059|11180498
Citalopram	Histamine H1 receptor	P35367	Human	17916059
Citalopram	Alpha-1A adrenergic receptor	P35348	Human	17916059
Citalopram	Muscarinic acetylcholine receptor M1	P11229	Human	17916059
Eletriptan	5-hydroxytryptamine receptor 1D	P28221	Human	11513839|11152011|10193663|12498013|11752352|15821444
Eletriptan	5-hydroxytryptamine receptor 1B	P28222	Human	11513839|12384251|11050304|11069595|10193663|11752352
Eletriptan	5-hydroxytryptamine receptor 1F	P30939	Human	11834243|10193663|15185063
Eletriptan	5-hydroxytryptamine receptor 1A	P08908	Human	11513839
Eletriptan	5-hydroxytryptamine receptor 1E	P28566	Human	17016423|17139284
Eletriptan	5-hydroxytryptamine receptor 2B	P41595	Human	17016423|17139284
Eletriptan	5-hydroxytryptamine receptor 7	P34969	Human	17016423|17139284
Bethanidine	Alpha-2 adrenergic receptor	P18825	Human	1962798|2545383
Bethanidine	ATP-sensitive inward rectifier potassium channel 1	P48048	Human	3167688|2157221
Bethanidine	Beta adrenergic receptor	P13945	Human	11752352|6812406|6114720
Moxifloxacin	DNA topoisomerase 4 subunit A	P43702	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	17016423|15004073|17139284|17910998|16857688
Moxifloxacin	DNA gyrase subunit A	P43700	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	17016423|12384345|17139284|10428935|9598779
Moxifloxacin	DNA topoisomerase 2-alpha	P11388	Human	20802486|11752352|20596674
Oxyphenonium	Muscarinic acetylcholine receptor M1	P11229	Human	17016423|17139284|3580704|11752352
Nelfinavir	HIV-1 protease	O90777	Human immunodeficiency virus	17016423|17638694|17854027|17459746|17139284|17849388|11752352|11396919
Isoetarine	Beta-1 adrenergic receptor	P08588	Human	17628611|17329986|16973691|15917856|17157779
Isoetarine	Beta-2 adrenergic receptor	P07550	Human	21948594
Glimepiride	ATP-sensitive inward rectifier potassium channel 11	Q14654	Human	12086984|12703060|11325810
Glimepiride	ATP-sensitive inward rectifier potassium channel 1	P48048	Human	17016423|12703060|17139284|12475777
Glimepiride	ATP-binding cassette sub-family C member 8	Q09428	Human	8529521|8911984|8172912
Diflorasone	Glucocorticoid receptor	P04150	Human	15764038
Indinavir	Protease	Q72874	Human immunodeficiency virus 1	17638694|8724039|9297727|17849388
Guanadrel	Sodium-dependent noradrenaline transporter	P23975	Human	17016423|6351026|17139284|3896742|6850722
Lovastatin	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Human	12369143|12082550|19249983|12204108|12214063|11752352|12172803|12405293
Lovastatin	Integrin alpha-L	P20701	Human	10493852
Lovastatin	Histone deacetylase 2	Q92769	Human	18381445
Enflurane	GABA-A receptor (anion channel)	Q9UN88	Human	16402123|11465594|16973644
Enflurane	Glycine receptor (alpha-1/beta)	P48167	Human	16973644
Enflurane	Intermediate conductance calcium-activated potassium channel protein 4	O15554	Human	10794813
Enflurane	Potassium voltage-gated channel subfamily A member 1	Q09470	Human	19298752
Enflurane	Calcium-transporting ATPase type 2C member 1	P98194	Human	7873420|8214757
Enflurane	Glutamate receptor 1	P42261	Human	8786535
Enflurane	ATP synthase subunit delta, mitochondrial	P30049	Human	8214757
Cefotiam	Penicillin-binding protein 1A	Q8XJ01	Clostridium perfringens (strain 13 / Type A)	17016423|8592992|17139284
Pregabalin	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	O00555	Human	17088553|17489948|17126531|17144644|16899342
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-4	P48169	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit alpha-6	Q16445	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit beta-1	P18505	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit beta-2	P47870	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit beta-3	P28472	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit gamma-1	Q8N1C3	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit gamma-2	P18507	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit gamma-3	Q99928	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit delta	O14764	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit epsilon	P78334	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit pi	O00591	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit rho-1	P24046	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit rho-2	P28476	Human	18384456|20138190
Temazepam	Gamma-aminobutyric acid receptor subunit rho-3	A8MPY1	Human	11752090|18384456
Temazepam	Gamma-aminobutyric acid receptor subunit theta	Q9UN88	Human	18384456|20138190
Temazepam	Translocator protein	P30536	Human	7911332|12850901|16959136
Temazepam	GABA-A receptor (anion channel)	Q9UN88	Human	
Methyclothiazide	Solute carrier family 12 member 1	Q13621	Human	17016423|17139284|11752352
Methyclothiazide	Carbonic anhydrase 1	P00915	Human	10713865|19119014|9546276
Methyclothiazide	Carbonic anhydrase 2	P00918	Human	1901209|2226620|19119014
Methyclothiazide	Carbonic anhydrase 4	P22748	Human	10713865|19119014
Aminosalicylic Acid	Prostaglandin G/H synthase 2	P35354	Human	16855178|14742690|12208114|12463455|9256165
Aminosalicylic Acid	Inhibitor of nuclear factor kappa-B kinase subunit alpha	O15111	Human	11151876|12950415|11054378
Aminosalicylic Acid	Arachidonate 5-lipoxygenase	P09917	Human	6131674|2882965|6428914
Aminosalicylic Acid	Group IIE secretory phospholipase A2	Q9NZK7	Human	10592235
Aminosalicylic Acid	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	P64143	Mycobacterium tuberculosis	17016423|17139284
Reboxetine	Sodium-dependent noradrenaline transporter	P23975	Human	16893531|15878511|11249515|16633143|12388649|12623106
Milrinone	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	Q14432	Human	10511123|12135876|12652111|12181427|11752352|10859452
Pipobroman	DNA	null	Human	17016423|14565648|17139284|5556760
Butabarbital	GABA-A receptor (anion channel)	Q9UN88	Human	10209232|11264449
Butabarbital	Neuronal acetylcholine receptor subunit alpha-4	P43681	Human	11264449|16248797|10487207
Butabarbital	Neuronal acetylcholine receptor subunit alpha-7	P36544	Human	11264449|16248797|10487207
Butabarbital	Glutamate receptor 2	P42262	Human	11264449|10487207
Butabarbital	Glutamate receptor ionotropic, kainate 2	Q13002	Human	11264449|10487207
Nevirapine	Reverse Transcriptase	Q72547	Human immunodeficiency virus 1	20219933|19193782|19654858
Oxiconazole	Lanosterol 14-alpha demethylase	P10613	Yeast	16964330|12383016
Oxiconazole	Lanosterol synthase	Q04782	Yeast	8144423
Alclometasone	Glucocorticoid receptor	P04150	Human	20920967|9891987
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Human	17016423|10209232|14579514|11264449|11279945|10487207|17139284|11752352
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Human	10209232|11264449
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Human	10209232|11264449
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-4	P48169	Human	10209232
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Human	10209232|11264449
Butalbital	Gamma-aminobutyric acid receptor subunit alpha-6	Q16445	Human	10209232|11264449
Butalbital	Neuronal acetylcholine receptor subunit alpha-4	P43681	Human	11264449|16248797|10487207
Butalbital	Neuronal acetylcholine receptor subunit alpha-7	P36544	Human	11264449|16248797|10487207
Butalbital	Glutamate receptor 2	P42262	Human	11264449|10487207
Butalbital	Glutamate receptor ionotropic, kainate 2	Q13002	Human	11264449|10487207
Butalbital	GABA-A receptor (anion channel)	Q9UN88	Human	
Cladribine	Ribonucleoside-diphosphate reductase large subunit	P23921	Human	19715446|9923554|16316309|17852710|19576186
Cladribine	Ribonucleoside-diphosphate reductase subunit M2	P31350	Human	19715446|9923554|16316309|17852710|19576186
