DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00690,Flurazepam,17617-23-1,SmallMoleculeDrug,"",D00329,3393,46508451,"",PA449681,"","","","",4015,http://www.rxlist.com/cgi/generic2/fluraz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dal1113.shtml,Flurazepam,http://www.drugs.com/cdi/flurazepam.html,,3276,,DAP000242
DB00691,Moexipril,103775-10-6,SmallMoleculeDrug,C07704,"",91270,46508441,"",PA164769059,"",,,,"",http://www.rxlist.com/cgi/generic2/moexip.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/uni1468.shtml,Moexipril,http://www.drugs.com/cdi/moexipril.html,,82418,50084673,DAP000586
DB00692,Phentolamine,50-60-2,SmallMoleculeDrug,"","",5775,46506535,"",PA450926,"",,,,5974,http://www.rxlist.com/cgi/generic3/phentol.htm,"",Phentolamine,http://www.drugs.com/cons/phentolamine-injection.html,,5571,50008789,DAP000299
DB00693,Fluorescein,2321-07-5,SmallMoleculeDrug,"",D01261,16850,46504703,31624,PA164746009,FLU,"","","",5532,http://www.rxlist.com/cgi/generic2/fluorescein.htm,"",Fluorescein,"",,15968,,
DB00694,Daunorubicin,20830-81-3,SmallMoleculeDrug,C01907,"",30323,46508433,4330,PA449212,BNR,,,,68,http://www.rxlist.com/cgi/generic2/daunorubicin.htm,"",Daunorubicin,http://www.drugs.com/cdi/daunorubicin.html,,28163,,DNC000517
DB00695,Furosemide,54-31-9,SmallMoleculeDrug,"",D00331,3440,46506779,47426,PA449719,FUN,,,,10091,http://www.rxlist.com/cgi/generic/furos.htm,"",Furosemide,http://www.drugs.com/furosemide.html,,3322,25902,DAP000043
DB00696,Ergotamine,113-15-5,SmallMoleculeDrug,C07544,"",8223,46507632,"",PA164747651,"","","","",9252; 11218,http://www.rxlist.com/cgi/generic2/ergotamine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/caf1060.shtml,Ergotamine,http://www.drugs.com/cdi/ergotamine.html,,7930,,DAP000141
DB00697,Tizanidine,51322-75-9,SmallMoleculeDrug,C07452,"",5487,46505373,"",PA451701,"",,,,11821,http://www.rxlist.com/cgi/generic/tizanidine.htm,"",Tizanidine,http://www.drugs.com/tizanidine.html,,5287,50240671,DAP000234
DB00698,Nitrofurantoin,67-20-9,SmallMoleculeDrug,"",D00439,5353830,46504447,"",PA450640,"",,,,10196,http://www.rxlist.com/cgi/generic/nitro25m.htm,"",Nitrofurantoin,http://www.drugs.com/nitrofurantoin.html,,4510228,,DAP000998
DB00699,Nicergoline,27848-84-6,SmallMoleculeDrug,"",D01290,34040,46508741,"",PA164743014,"",,,,"","","",Nicergoline,"",,31373,,DAP000902
DB00700,Eplerenone,107724-20-9,SmallMoleculeDrug,C12512,D01115,443872,46509053,31547,PA164749044,"",,,,20438,http://www.rxlist.com/cgi/generic/inspra.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ins1681.shtml,Eplerenone,http://www.drugs.com/cdi/eplerenone.html,,,,DAP000085
DB00701,Amprenavir,161814-49-9,SmallMoleculeDrug,C08086,D00894,65016,46507537,2684,PA448422,"","","","",12083,http://www.rxlist.com/cgi/generic/ampren.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/age1526.shtml,Amprenavir,http://www.drugs.com/cdi/amprenavir.html,,58532,577,DAP000170
DB00702,Icodextrin,337376-15-5,SmallMoleculeDrug,"","",,,"",PA164743096,"",,,,11909,http://www.rxlist.com/cgi/generic3/extraneal.htm,"",Icodextrin,"",,,,
DB00703,Methazolamide,554-57-4,SmallMoleculeDrug,C07764,D00655,4100,46506393,"",PA450413,"",,,,5863,http://www.rxlist.com/cgi/generic2/methaz.htm,"",Methazolamide,http://www.drugs.com/cdi/methazolamide.html,,3958,10881,DAP000599
DB00704,Naltrexone,16590-41-3,SmallMoleculeDrug,C07253,D05113,5360515,46505333,7465,PA450588,"",,,,20300,http://www.rxlist.com/cgi/generic2/naltrexone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rev1376.shtml,Naltrexone,http://www.drugs.com/cdi/naltrexone.html,,4514524,,DAP000379
DB00705,Delavirdine,136817-59-9,SmallMoleculeDrug,C06941,"",5625,46508878,119573,PA449223,SPP,,,,11786,"","",Delavirdine,http://www.drugs.com/cdi/delavirdine.html,,5423,1944,DAP000183
DB00706,Tamsulosin,106133-20-4,SmallMoleculeDrug,C07124,"",129211,46507763,9398,PA451583,"",,,,11780,http://www.rxlist.com/cgi/generic2/tamsul.htm,"",Tamsulosin,http://www.drugs.com/cdi/tamsulosin.html,,114457,,DAP000086
DB00707,Porfimer,87806-31-3,SmallMoleculeDrug,"","",,46508600,60652,PA164752658,"",,,,7644,http://www.rxlist.com/cgi/generic3/photofrin.htm,"",Porfimer,http://www.drugs.com/cdi/porfimer.html,,,,
DB00708,Sufentanil,56030-54-7,SmallMoleculeDrug,C08022,D05938,41693,46504737,9316,PA451527,"",,,,12343,"","",Sufentanil,http://www.drugs.com/cdi/sufentanil.html,,38043,50012490,DAP000357
DB00709,Lamivudine,134678-17-4,SmallMoleculeDrug,C07065,D00353,60825,46507855,63577,PA450163,"","","","",122,http://www.rxlist.com/cgi/generic3/lamivudine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/com1513.shtml,Lamivudine,http://www.drugs.com/cdi/lamivudine.html,,54812,50046287,DAP000167
DB00710,Ibandronate,114084-78-5,SmallMoleculeDrug,"","",60852,46508134,"",PA10270,BFQ,,,,11519,http://www.rxlist.com/cgi/generic3/boniva.htm,"",Ibandronate,http://www.drugs.com/cdi/ibandronate.html,,54839,12577,DAP001022
DB00711,Diethylcarbamazine,90-89-1,SmallMoleculeDrug,C07968,D00803,3052,46506830,"",PA164748883,"","",,"",3436,"","",Diethylcarbamazine,"",,2944,50024883,DAP000914
DB00712,Flurbiprofen,5104-49-4,SmallMoleculeDrug,"",D00330,3394,46505550,5130,PA449683,"",,,,1914; 1323,http://www.rxlist.com/cgi/generic2/flurbipro.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ans1023.shtml,Flurbiprofen,http://www.drugs.com/cdi/flurbiprofen-drops.html,,3277,,DAP000621
DB00713,Oxacillin,66-79-5,SmallMoleculeDrug,C07334,"",6196,46505710,7809,PA450725,105,"","","","",http://www.rxlist.com/cgi/generic/oxacillin.htm,"",Oxacillin,http://www.drugs.com/cdi/oxacillin.html,,5961,,DAP000440
DB00714,Apomorphine,41372-20-7,SmallMoleculeDrug,"",D07460,6005,46508653,48538,PA164781163,"","","","",9669,http://www.rxlist.com/cgi/generic3/apokyn.htm,"",Apomorphine,http://www.drugs.com/cdi/apomorphine.html,,5783,,DAP000281
DB00715,Paroxetine,61869-08-7,SmallMoleculeDrug,C07415,D02362,43815,46504821,7936,PA450801,"",,,,11340,http://www.rxlist.com/cgi/generic/parox.htm,"",Paroxetine,http://www.drugs.com/paroxetine.html,,39888,22416,DAP001428
DB00716,Nedocromil,69049-73-6,SmallMoleculeDrug,C07255,D05129,50294,46507587,7492,PA450601,"",,,,1324,http://www.rxlist.com/cgi/generic3/nedocr.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/til1444.shtml,Nedocromil,http://www.drugs.com/cdi/nedocromil-drops.html,,45608,,
DB00717,Norethisterone,68-22-4,SmallMoleculeDrug,C05028,D00182,,,7627,PA450651,NDR,,,,7500; 7498,http://www.rxlist.com/cgi/generic2/norethin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ayg1666.shtml,Norethisterone,http://www.drugs.com/cdi/norethindrone.html,,,,DAP001212
DB00718,Adefovir Dipivoxil,142340-99-6,SmallMoleculeDrug,C11277,D01655,60871,46507520,"",PA10005,"","","","",13233,http://www.rxlist.com/cgi/generic3/hepsera.htm,"",Adefovir,http://www.drugs.com/cdi/adefovir.html,,54855,50038612,DNC001135
DB00719,Azatadine,3964-81-6,SmallMoleculeDrug,C07774,"",19861,46507958,2946,PA164747157,"",,,,2291,http://www.rxlist.com/cgi/generic3/azatpseud.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1460.shtml,Azatadine,http://www.drugs.com/mtm/azatadine.html,,18709,22868,DAP001079
DB00720,Clodronate,10596-23-3,SmallMoleculeDrug,"","",25419,46508646,110423,PA10239,"",,,,925,"","",Clodronate,"",,23731,50216172,DAP000564
DB00721,Procaine,59-46-1,SmallMoleculeDrug,C07375,"",4914,46507724,8430,PA451110,"",,,,8836,"","",Procaine,http://www.drugs.com/mtm/procaine.html,,4745,,DAP000296
DB00722,Lisinopril,83915-83-7,SmallMoleculeDrug,"",D00362,5362119,46504893,43755,PA450242,LPR,,,,1253,http://www.rxlist.com/cgi/generic/lisinop.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=zes1498.html&contentName=Zestril&contentId=861,Lisinopril,http://www.drugs.com/lisinopril.html,,4514933,,DAP000587
DB00723,Methoxamine,390-28-3,SmallMoleculeDrug,C07513,"",6082,46506264,"",PA450431,"",,,,20294,"","",Methoxamine,"",,5857,50026777,DAP000796
DB00724,Imiquimod,99011-02-6,SmallMoleculeDrug,"",D02500,57469,46505394,36704,PA449972,"",,,,11834,http://www.rxlist.com/cgi/generic/imiquimod.htm,"",Imiquimod,http://www.drugs.com/cdi/imiquimod.html,,51809,,DAP000278
DB00725,Homatropine Methylbromide,80-49-9,SmallMoleculeDrug,"",D02070,6646,46509020,50373,PA164749405,"",,,,8955,"","",Homatropine_Methylbromide,http://www.drugs.com/cdi/homatropine-drops.html,,,,DAP000823
DB00726,Trimipramine,739-71-9,SmallMoleculeDrug,"",D00394,5584,46507121,9738,PA451791,"","","","",9906,http://www.rxlist.com/cgi/generic2/trimipramine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/sur1417.shtml,Trimipramine,http://www.drugs.com/cdi/trimipramine.html,,5382,,DAP001153
DB00727,Nitroglycerin,55-63-0,SmallMoleculeDrug,C07455,D00515,4510,46509120,28787,PA450644,"",,,,9412,http://www.rxlist.com/cgi/generic/ntg.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nit1296.shtml,Nitroglycerin,http://www.drugs.com/cdi/nitroglycerin.html,,4354,,DNC001024
DB00728,Rocuronium,143558-00-3,SmallMoleculeDrug,"",D00765,441290,46506855,8884,PA164754992,"",,,,349,http://www.rxlist.com/cgi/generic2/rocuronium.htm,"",Rocuronium,http://www.drugs.com/cdi/rocuronium.html,,390053,,DAP000349
DB00729,Diphemanil Methylsulfate,62-97-5,SmallMoleculeDrug,"","",6126,46506069,59782,PA164748388,"","",,"",6595,"","","","",,5896,,DAP001130
DB00730,Thiabendazole,148-79-8,SmallMoleculeDrug,"",D00372,5430,46505131,45979,PA164746466,TMG,,,,9707,http://www.rxlist.com/cgi/generic2/thiabendazole.htm,"",Thiabendazole,http://www.drugs.com/cdi/thiabendazole.html,,5237,,DAP000664
DB00731,Nateglinide,105816-04-4,SmallMoleculeDrug,C12508,D01111,5311309,46504836,146727,PA450600,"",,,,12683,http://www.rxlist.com/cgi/generic2/nateglinide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/sta1565.shtml,Nateglinide,http://www.drugs.com/cdi/nateglinide.html,,,,DAP000918
DB00732,Atracurium besylate,64228-79-1,SmallMoleculeDrug,C07548,"",47320,46504689,2914,PA164776840,"",,,,1844,http://www.rxlist.com/cgi/generic2/trac.htm,"",Atracurium,"",,,50149881,DAP000105
DB00733,Pralidoxime,6735-59-7,SmallMoleculeDrug,C07400,"",5353894,46509152,8354,PA164744926,"","",,"",9990,http://www.rxlist.com/cgi/generic2/pralidoxime.htm,"",Pralidoxime,http://www.drugs.com/mtm/pralidoxime-injection.html,,,50241085,
DB00734,Risperidone,106266-06-2,SmallMoleculeDrug,"",D00426,5073,46505850,8871,PA451257,"","","","",723,http://www.rxlist.com/cgi/generic/risperid.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=ris1382.html&contentName=Risperdal&contentId=667,Risperidone,http://www.drugs.com/risperidone.html,,4895,,DAP000003
DB00735,Naftifine,65472-88-0,SmallMoleculeDrug,C08071,"",73342,46504777,"",PA164748617,"",,,,1186,http://www.rxlist.com/cgi/generic2/naft.htm,"",Naftifine,http://www.drugs.com/cdi/naftifine-cream.html,,66071,,DAP000752
DB00736,Esomeprazole,161796-78-7,SmallMoleculeDrug,"",D01984,9568614,46504894,50275,PA10075,"",,,,12371,http://www.rxlist.com/cgi/generic3/esomeprazole.htm,"",Esomeprazole,http://www.drugs.com/cdi/esomeprazole.html,,,,DCL000524
DB00737,Meclizine,569-65-3,SmallMoleculeDrug,C07116,"",4034,46507782,"",PA450338,"",,,,6316,http://www.rxlist.com/cgi/generic/mecliz.htm,"",Meclizine,http://www.drugs.com/meclizine.html,,3894,,DAP000795
DB00738,Pentamidine,100-33-4,SmallMoleculeDrug,C07420,"",4735,46508562,45081,PA450850,PNT,"","","",20144,http://www.rxlist.com/cgi/generic3/pentam.htm,"",Pentamidine,http://www.drugs.com/cdi/pentamidine.html,,4573,,DAP000764
DB00739,Hetacillin,3511-16-8,SmallMoleculeDrug,C11729,D01074,443387,46504545,5683,PA164746559,"",,,,"","","",Hetacillin,"",,391616,,DAP001167
DB00740,Riluzole,1744-22-5,SmallMoleculeDrug,C07937,D00775,5070,46508094,"",PA451251,"",,,,12026,http://www.rxlist.com/cgi/generic3/riluzole.htm,"",Riluzole,http://www.drugs.com/cdi/riluzole.html,,4892,30705,DAP000527
DB00741,Hydrocortisone,50-23-7,SmallMoleculeDrug,C00735,D00088,5754,46505089,17650,PA449905,HCY,,,,7532; 7531; 7509; 21059; 7529,http://www.rxlist.com/cgi/generic/hydrocortisone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/hyd1199.shtml,Hydrocortisone,http://www.drugs.com/cdi/hydrocortisone.html,,5551,22476,DAP000718
DB00742,Mannitol,69-65-8,SmallMoleculeDrug,C00392,D00062,6251,46506446,16899,PA450320,AHM,,,,9547,http://www.rxlist.com/cgi/generic4/osmitrol.htm,"",Mannitol,http://www.drugs.com/cdi/mannitol.html,,,50142798,DAP000874
DB00743,Gadobenate Dimeglumine,113662-23-0,SmallMoleculeDrug,"","",6918204,46506805,"",PA164745426,"",,,,12297,"","","","",,170831,,DAP001225
DB00744,Zileuton,111406-87-2,SmallMoleculeDrug,"",D00414,60490,46506394,10112,PA451955,"",,,,"",http://www.rxlist.com/cgi/generic/zileuton.htm,"",Zileuton,http://www.drugs.com/cdi/zileuton.html,,54531,,DAP000591
DB00745,Modafinil,68693-11-8,SmallMoleculeDrug,"",D01832,4236,46504648,"",PA450530,"","","","",11852,http://www.rxlist.com/cgi/generic2/modafinil.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=pro1544.html&contentName=Provigil&contentId=631,Modafinil,http://www.drugs.com/cdi/modafinil.html,,4088,50156055,
DB00746,Deferoxamine,70-51-9,SmallMoleculeDrug,C06940,D03670,2973,46506395,4356,PA164746490,"","","","",2446,"","",Deferoxamine,http://www.drugs.com/cdi/deferoxamine.html,,2867,,
DB00747,Scopolamine,51-34-3,SmallMoleculeDrug,C01851,D00138,3000322,46506966,16794,PA451308,"",,,,9011,"","",Scopolamine,http://www.drugs.com/cdi/scopolamine-drops.html,,,50015720,DNC000757
DB00748,Carbinoxamine,486-16-8,SmallMoleculeDrug,C06871,"",2564,46506787,3398,PA164746898,"",,,,"",http://www.rxlist.com/cgi/generic3/rondecsyr.htm,"",Carbinoxamine,http://www.drugs.com/cdi/carbinoxamine-maleate.html,,2466,50240487,DAP001069
DB00749,Etodolac,41340-25-4,SmallMoleculeDrug,"",D00315,3308,46505184,4909,PA449550,"",,,,1880,http://www.rxlist.com/cgi/generic/etodolac.htm,"",Etodolac,http://www.drugs.com/etodolac.html,,3192,50016799,DAP000778
DB00750,Prilocaine,721-50-6,SmallMoleculeDrug,C07531,D00553,4906,46505066,8404,PA451101,"",,,,5776; 9797,"","",Prilocaine,"",,4737,50017654,DAP000511
DB00751,Epinastine,80012-43-7,SmallMoleculeDrug,"",D01713,3241,46509056,51032,PA164764489,"",,,,"",http://www.rxlist.com/cgi/generic3/elestat.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ele1680.shtml,Epinastine,http://www.drugs.com/cdi/epinastine.html,,3128,,DAP001074
DB00752,Tranylcypromine,155-09-9,SmallMoleculeDrug,C07155,"",441233,46505832,"",PA451741,1LP,,,,5882,http://www.rxlist.com/cgi/generic2/tranylcypromine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/par1618.shtml,Tranylcypromine,http://www.drugs.com/cdi/tranylcypromine.html,,390008,,DAP000081
DB00753,Isoflurane,26675-46-7,SmallMoleculeDrug,C07518,D00545,3763,46505880,6015,PA450106,ICF,,,,2019,http://www.rxlist.com/cgi/generic3/isoflurane.htm,"",Isoflurane,"",,3631,,DAP001033
DB00754,Ethotoin,86-35-1,SmallMoleculeDrug,C07839,D00708,3292,46504521,4888,PA164768735,"",,,,"",http://www.rxlist.com/cgi/generic3/peganone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/peg1665.shtml,Ethotoin,http://www.drugs.com/cdi/ethotoin.html,,3176,,DAP000512
DB00755,Tretinoin,302-79-4,SmallMoleculeDrug,C00777,D00094,5538,46504843,15367,PA451746,"","",,"",5054,http://www.rxlist.com/cgi/generic/tretinoin.htm,"",Tretinoin,http://www.drugs.com/cdi/tretinoin.html,,5337,,DNC000117
DB00756,Hexachlorophene,70-30-4,SmallMoleculeDrug,C08039,D00859,3598,46505858,"",PA449871,"",,,,9751,http://www.rxlist.com/cgi/generic2/hexchlorph.htm,"",Hexachlorophene,http://www.drugs.com/cdi/hexachlorophene.html,,3472,,DAP001050
DB00757,Dolasetron,115956-12-2,SmallMoleculeDrug,C07866,"",60654,46505209,"",PA449390,"",,,,11445,http://www.rxlist.com/cgi/generic2/dolaset.htm,"",Dolasetron,http://www.drugs.com/cdi/dolasetron.html,,54666,,DAP000368
DB00758,Clopidogrel,113665-84-2,SmallMoleculeDrug,"",D00769,60606,46507295,37941,PA449053,"",,,,11795,http://www.rxlist.com/cgi/generic/clopidog.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pla1338.shtml,Clopidogrel,http://www.drugs.com/cdi/clopidogrel.html,,,,DAP000178
DB00759,Tetracycline,60-54-8,SmallMoleculeDrug,C06570,D00201,54675776,46506693,27902,PA451640,ATC,,,,8683,http://www.rxlist.com/cgi/generic2/tetcycl2.htm,"",Tetracycline,http://www.drugs.com/tetracycline.html,,4510286,,DAP001527
DB00760,Meropenem,119478-56-7,SmallMoleculeDrug,"",D02222,441130,46504928,43968,PA164764445,MER,,,,41,http://www.rxlist.com/cgi/generic2/meropen.htm,"",Meropenem,http://www.drugs.com/cdi/meropenem.html,,,,DAP000441
DB00761,Potassium Chloride,7447-40-7,SmallMoleculeDrug,"",D02060,4873,46506038,32588,PA451055,"","","","",53,http://www.rxlist.com/cgi/generic4/microk-ls.htm,"",Potassium_Chloride,http://www.drugs.com/potassium_chloride.html,,4707,,DAP000828
DB00762,Irinotecan,100286-90-6,SmallMoleculeDrug,C16641,D08086,60838,46505871,"",PA450085,"","","","",11461,http://www.rxlist.com/cgi/generic2/irinot.htm,"",Irinotecan,http://www.drugs.com/cdi/irinotecan.html,,54825,,DAP001339
DB00763,Methimazole,60-56-0,SmallMoleculeDrug,"",D00401,1349907,46506536,50673,PA450422,MMZ,"",,"",14593,http://www.rxlist.com/cgi/generic3/methim.htm,"",Methimazole,http://www.drugs.com/cdi/methimazole.html,,1131173,,DNC001429
DB00764,Mometasone,105102-22-5,SmallMoleculeDrug,C07816,"",441335,46505288,6970,PA450541,MOF,,,,7504,http://www.rxlist.com/cgi/generic2/momet1.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nas1518.shtml,Mometasone,http://www.drugs.com/cdi/mometasone-spray.html,,,,DAP001042
DB00765,Metyrosine,672-87-7,SmallMoleculeDrug,C07921,D00762,441350,46506079,"",PA450487,"",,,,"",http://www.rxlist.com/cgi/generic2/metyrosine.htm,"","",http://www.drugs.com/cdi/metyrosine.html,,390103,,DAP000471
DB00766,Clavulanate,58001-44-8,SmallMoleculeDrug,C06662,"",5280980,46508845,3736,PA164742987,"","",,"",11247,"","",Clavulanate,"",,4444466,,DAP000948
DB00768,Olopatadine,113806-05-6,SmallMoleculeDrug,C07789,"",5281071,46506025,"",PA450698,"",,,,11561,http://www.rxlist.com/cgi/generic2/olopat.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pat1633.shtml,Olopatadine,http://www.drugs.com/cdi/olopatadine-spray.html,,4444528,,DAP001062
DB00769,Hydrocortamate,76-47-1,SmallMoleculeDrug,"","",84088,46509076,50851,PA164745515,"",,,,"","","","","",,,,DAP001187
DB00770,Alprostadil,745-65-3,SmallMoleculeDrug,C04741,D00180,149351,46508029,15544,PA448334,"",,,,7335,http://www.rxlist.com/cgi/generic/alprostadil.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cav1073.shtml,Alprostadil,http://www.drugs.com/cdi/alprostadil.html,,131636,,DAP001490
DB00771,Clidinium,7020-55-5,SmallMoleculeDrug,C07853,"",2784,46507814,3743,PA164781044,"","",,"",6301,"","",Clidinium,http://www.drugs.com/mtm/clidinium.html,,,50055977,DAP001117
DB00772,Malathion,121-75-5,SmallMoleculeDrug,C07497,D00534,4004,46505287,6651,PA164748092,"",,,,"",http://www.rxlist.com/cgi/generic3/ovide.htm,"",Malathion,http://www.drugs.com/cdi/malathion.html,,3864,50240924,DAP000895
DB00773,Etoposide,33419-42-0,SmallMoleculeDrug,C01576,D00125,36462,46505434,4911,PA449552,"",,,,1998,http://www.rxlist.com/cgi/generic2/etopophos.htm,"",Etoposide,http://www.drugs.com/cdi/etoposide.html,,33510,,DAP000786
DB00774,Hydroflumethiazide,135-09-1,SmallMoleculeDrug,C07763,D00654,3647,46505220,"",PA164752557,"",,,,"",http://www.rxlist.com/cgi/generic2/hydroflumethiazide.htm,"","","",,3521,25897,DAP000747
DB00775,Tirofiban,144494-65-5,SmallMoleculeDrug,C07965,"",60947,46504678,9605,PA451698,AGG,,,,11752,http://www.rxlist.com/cgi/generic/tiro.htm,"",Tirofiban,http://www.drugs.com/cdi/tirofiban.html,,54912,,DAP000696
DB00776,Oxcarbazepine,28721-07-5,SmallMoleculeDrug,C07492,D00533,34312,46507580,7824,PA450732,"",,,,11984,http://www.rxlist.com/cgi/generic3/oxcarbazepine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1563.shtml,Oxcarbazepine,http://www.drugs.com/cdi/oxcarbazepine.html,,31608,34179,DAP000528
DB00777,Propiomazine,362-29-8,SmallMoleculeDrug,C07405,D02361,4940,46506205,8491,PA164778685,"",,,,"","","",Propiomazine,"",,4771,,DAP000327
DB00778,Roxithromycin,80214-83-1,SmallMoleculeDrug,C13173,D01710,6915744,46507676,48844,PA164750505,ROX,,,,"","","",Roxithromycin,"",,,,DAP000885
DB00779,Nalidixic Acid,389-08-2,SmallMoleculeDrug,C05079,D00183,4421,46507401,100147,PA164746384,"",,,,6509,http://www.rxlist.com/cgi/generic2/nalidixicacid.htm,"","",http://www.drugs.com/cdi/nalidixic-acid.html,,4268,21691,DAP000817
DB00780,Phenelzine,51-71-8,SmallMoleculeDrug,C07430,"",3675,46507348,"",PA450903,"",,,,11355,http://www.rxlist.com/cgi/generic2/phenelzine.htm,"",Phenelzine,http://www.drugs.com/cdi/phenelzine.html,,3547,50105417,DAP000578
DB00781,Polymyxin B Sulfate,1405-20-5,SmallMoleculeDrug,C11613,D01066,4868,46507302,"",PA451027,"","","","",8520; 8519,http://www.rxlist.com/cgi/generic3/polymyxin.htm,"",Polymyxin_B,http://www.drugs.com/mtm/polymyxin-b-ophthalmic.html,,,,DAP001323
DB00782,Propantheline,298-50-0,SmallMoleculeDrug,C07506,"",4934,46507187,"",PA164746224,"","",,"",9559,"","",Propantheline,http://www.drugs.com/cdi/propantheline.html,,4765,,DAP001123
DB00783,Estradiol,50-28-2,SmallMoleculeDrug,C00951,D00105,5757,46508115,16469,PA449503,ECO,,,,7419; 7425; 7420; 7423,http://www.rxlist.com/cgi/generic3/estrogel.htm,"",Estradiol,http://www.drugs.com/estradiol.html,,5554,17292,DAP000854
