Drug	IUPHAR	DrugBank	Sorger_KinaseResourcee	BindingDB	TTD	Synonym_Deck_Size + 	Synonyms 
Daunorubicin Hydrochloride	No	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	40	Daunorubicin hydrochloride|L-lyxo-Hexopyranoside, 3beta-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,alpha-|daunomycin hydrochloride|Rubomycin C|(8S-cis)-8-Acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione|Daunorubicin Hydrochloride|RP-13057|DNR|L-lyxo-Hexopyranoside, 3beta-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,alpha-,hydrochloride|daunorubicin hydrochloride|DAUNORUBICIN|Daunorubicin|Rubilem|5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, hydrochloride, (8S-cis)-(9CI)|Daunorubicini Hydrochloridum|Cloridrato de Daunorubicina|Daunomycin, hydrochloride|Daunoblastina|Cerubidine|Rubidomycin Hydrochloride|DAUNOMYCIN|Daunoblastine|5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-|CERUBIDINE|Daunoblastin|Daunorubicin.HCl|Daunomycin|Daunomycin hydrochloride|5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-, hydrochloride|Daunomycin Hydrochloride|daunorubicin|DAUNORUBICIN HYDROCHLORIDE|FI-6339|daunomycin|Rubidomycin|Ondena|Leukaemomycin C|RUBOMYCIN C|Daunorrubicina|Cerubidin|
Azacitidine	No	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	15	Vidaza|Azacytidine|5-AC|5 AZC|AZACITIDINE|Ladakamycin|5-Aza-cytidine|5-AZC|4-Amino-1-beta-D-ribofuranosyl-1,3,5-triazin-2(1H)-one|Azacitidine|Azacytidine, 5-|Mylosar|U-18496|azacitidine|5-Azacytidine|
Aerosol Gemcitabine	No	No	No	No	No	3	Aerosol Gemcitabine|Aerosolized GCB|Aerosolized Gemcitabine|
Tanespimycin	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	11	KOS-953|17-Demethoxy-17-(2-propenylamino)geldanamycin|Tanespimycin|17-(Allylamino)-17-demethoxygeldanamycin|17-N-allylamino-17-demethoxygeldanamycin|17-Allylamino-17-demethoxygeldanamycin|Geldanamycin, 17-allylamino-17-demethoxy-|17-AAG|17-N-allylamino-17-demethoxy geldanamycin|TANESPIMYCIN|tanespimycin|
Autologous CCR4-CD30CAR-CD28-CD3zeta-expressing T-Lymphocytes	No	No	No	No	No	8	Anti-CD30-CAR/CD28z-CCR4 Retroviral Vector-transduced Autologous T-Cells|SFG.CCR4-CAR.CD30 Autologous T-lymphocytes|Autologous CCR4-CD30CAR-CD28-CD3zeta-expressing T-Lymphocytes|ATLs Co-expressing CD30-CARCD28zeta and CCR4|ATLCAR.CD30.CCR4 Cells|Autologous CCR4-CAR-CD19-CD28-zeta-transduced T-lymphocytes|CCR4-CAR-CD30-28zeta-specific Autologous T-cells|ATLCAR.CD30-CD28zeta-CCR4 Cells|
Dacarbazine	No	DrugBank_Yes	No	No	TTD_Yes	31	5-(dimethyltriazeno)imidazole-4-carboxamide|Fauldetic|DTIC|Dacarbazine|WR-139007|Dimethyl (triazeno) imidazolecarboxamide|Dacarbazina|Dacarbazine - DTIC|Asercit|dimethyl-triazeno-imidazole carboxamide|Dimethyl Triazeno Imidazol Carboxamide|Biocarbazine|DIC|dacarbazine|DTIC-Dome|Deticene|1H-imidazole-4-carboxamide, 5-(3,3-dimethyl-1-triazenyl)-|Imidazole carboxamide|5-(Dimethyltriazeno)imidazole-4-carboxamide|Dakarbazin|4-(Dimethyltriazeno)imidazole-5-carboxamide|5-(3-3-dimethyl-1-triazenyl)-1H-imidazole-4-carboxamide|5(or 4)-(dimethyltriazeno)imidazole-4(or 5)-carboxamide|Imidazole Carboxamide|DACARBAZINE|Detimedac|Dacarbazina Almirall|Dimethyl Triazeno Imidazole Carboxamide|Dimethyl-triazeno-imidazole-carboximide|Imidazole Carboxamide Dimethyltriazeno|Dacatic|
PF-562271	No	No	No	BindingDB_Yes	No	5	PF-00562271 Besylate|"PF-562,271"|PF 562271|"N-(3-(((2-((2,3-Dihydro-2-oxo-1H-indol-5-yl)amino)-5- (trifluoromethyl)-4-pyrimidinyl)amino)methyl)-2-pyridinyl)-N-methyl-methanesulfonamide benzenesulfonate"|PF-00562271|
Liposomal Vinorelbine	No	No	No	No	No	1	Liposomal Vinorelbine|
IGF-methotrexate Conjugate	No	No	No	No	No	4	765IGF-MTX|IGF/MTX Conjugate|IGF/MTX|IGF-methotrexate Conjugate|
Volasertib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	Polo-like Kinase 1 Inhibitor BI 6727|BI 6727|VOLASERTIB|Benzamide, N-(Trans-4-(4-(Cyclopropylmethyl)-1-Piperazinyl)Cyclohexyl)-4-(((7r)-7-Ethyl-5,6,7,8-Tetrahydro-5-Methyl-8-(1-Methylethyl)-6-Oxo-2-Pteridinyl)Amino)-3-Methoxy-|BI-6727|Volasertib|
GSK-1838705A	IUPHAR_Yes	No	KinaseResource_Yes	No	No	55	1116235-97-2|BDBM27817|GSK1838705A|BCP9000736|J-505193|NCGC00346647-09|"2-[[2-[[1-[(Dimethylamino)ethanoyl]-5-(methyloxy)-2,3-dihydro-1H-indol-6-yl]amino]-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino]-6-fluoro-N-methylbenzamide"|NCGC00346647-15|GSK 1838705A;GSK-1838705A|CHEMBL464552|"2-((2-((1-(dimethylglycyl)-5-methoxyindolin-6-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)-6-fluoro-N-methylbenzamide"|GSK 1838705|s2703|GSK 1838705A|AS-16914|GSK-1838705A|"|HY-13020|BCP02847|"2-[[2-[[1-[2-(Dimethylamino)acetyl]-2,3-dihydro-5-methoxy-1H-indol-6-yl]amino]-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino]-6-fluoro-N-methylbenzamide"|GSK-1838705|X7516|CS-0695|CHEBI:93768|W-5812|SW220189-1|NCGC00346647-01|"2-[(2-{[1-(N,N-Dimethylglycyl)-5-methoxy-2,3-dihydro-1H-indol-6-yl]amino}-7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]-6-fluoro-N-methylbenzamide"|SCHEMBL12428872|C27H29FN8O3|HMS3656L15|DTXSID50648971|"pyrrolo[2,3-d]pyrimidine deriv., 40"|CCG-269927|EX-A301|Q27077879|SCHEMBL2205605|SB19386|"2-{[2-({1-[2-(dimethylamino)acetyl]-5-methoxy-2,3-dihydro-1H-indol-6-yl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}-6-fluoro-N-methylbenzamide"|GTPL5683|"2-[[2-[[1-[2-(dimethylamino)acetyl]-5-methoxy-2,3-dihydroindol-6-yl]amino]-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino]-6-fluoro-N-methylbenzamide"|MLS006010967|AKOS025149101|"2-((2-((1-((Dimethylamino)ethanoyl)-5-(methyloxy)-2,3-dihydro-1h-indol-6-yl)amino)-7h-pyrrolo(2,3-d)pyrimidin-4-yl)amino)-6-fluoro-n -methylbenzamide"|GSK1838705|SMR004702771|AOB5716|AKOS024458500|"2-(2-(1-(2-(dimethylamino)acetyl)-5-methoxyindolin-6-ylamino)-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-6-fluoro-N-methylbenzamide"|KS-00001D3M|MFCD19443644|"2-((2-((1-(2-(Dimethylamino)acetyl)-5-methoxyindolin-6-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)-6-fluoro-N-methylbenzamide"|ZINC43202844|"2-[(2-{[1-(N,N-dimethylglycyl)-5-(methyloxy)-2,3-dihydro-1H-indol-6-yl]amino}-1H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]-6-fluoro-N-methylbenzamide"|cc-268|
Tetrahydrouridine	No	DrugBank_Yes	No	BindingDB_Yes	No	4	THU|tetrahydrouridine|Tetrahydrouridine|2(1H)-pyrimidinone, tetrahydro-4-hydroxy-1-beta-D-ribofuranosyl-|
Mitomycin C	No	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	26	Mito-Medac|Mutamycine|NCI-C04706|Mitomycin-C|Mitomycin Antineoplastic Antibiotic|MITOMYCIN|Mito-C|Mitomycin_Antibiotic|mitomycin|Mutamycin|Mitomycin C|MITO-C|Mitomycin|Mitomycin-X|Ametycine|(1aS,8S,8aR,8bS)-6-Amino-8-[[(aminocarbonyl)oxy]methyl]-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methylazirino[2',3':3,4]pyrrolo[1,2-a]indole-4,7-dione|Mitomycine C|Mitocin|MITO|Mitozytrex|MITOMYCIN C|Mitocin-C|Mitosol|[1aS-(1a alpha,8beta,8a alpha,8b alpha)]-6-amino-8-[[(aminocarbonyl)oxy]methyl]-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methylazirino[2',3':3,4]pyrrolo[1,2-a]indole-4,7-dione|Mitomycin_C|Mitolem|
Larotrectinib Sulfate	No	No	No	No	No	8	LAROTRECTINIB SULFATE|LOXO-101 Sulfate|Vitrakvi|(3S)-N-[5-[(2R)-2-(2,5-difluorophenyl)pyrrolidin-1-yl]pyrazolo[1,5-a]pyrimidin-3-yl]-3-hydroxypyrrolidine-1-carboxamide;sulfuric acid|ARRY 470 Sulfate|1-Pyrrolidinecarboxamide, N-(5-((2R)-2-(2,5-Difluorophenyl)-1-pyrrolidinyl)pyrazolo(1,5-a)pyrimidin-3-yl)-3-hydroxy-, (3S)-, Sulfate (1:1)|LOXO 101 Sulfate|Larotrectinib Sulfate|
Megestrol Acetate	No	DrugBank_Yes	No	No	TTD_Yes	28	6-Dehydro-6-methyl-17.alpha.-acetoxyprogesterone|Megestil|BDH-1298|6-Dehydro-6-methyl-17 alpha-acetoxyprogesterone|Megestrol|6-Methyl-6-dehydro-17.alpha.-acetoxyprogesterone|Pallace|Megace|megestrol|6-Methyl-delta-4,6-pregnadien-17 alpha-ol-3,20-dione Acetate|Maygace|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|MEGESTROL|SC-10363|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione Acetate|17.alpha.-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|Pregna-4,6-diene-3,20-dione, 17-hydroxy-6-methyl-|MEG|Ovaban|Niagestin|17 Alpha-acetoxy-6-methylpregna-4,6-diene-3,20-dione|Megestat|(9beta,10alpha)-17-(Acetyloxy)-6-methylpregna-4,6-diene-3,20-dione|Megestrol_Acetate|BDH 1298|MEGESTROL ACETATE|Compound 5071|Megestrol Acetate|
Fluzoparib	No	DrugBank_Yes	No	No	No	5	Fluzoparib|4-((3-((5,6-Dihydro-2-(trifluoromethyl)(1,2,4)triazolo(1,5-a)pyrazin-7(8H)-yl)carbonyl)-4-fluorophenyl)methyl)-1(2H)-phthalazinone|FLUZOPARIB|SHR3162|SHR-3162|
Go6976	No	No	KinaseResource_Yes	No	No	3	"5,6,7,13-Tetrahydro-13-methyl-5-oxo-12H-indolo[2,3-a]pyrrolo[3,4-c]carbazole-12-propanenitrile"|Goe 6976|PD 406976|
Nilotinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	Nilotinib|Tasigna|AMN 107 Base Form|nilotinib|AMN107|4-Methyl-3-((4-(3-pyridinyl)-2-pyrimidinyl)amino)-N-(5-(4-methyl-1H-imidazol-1-yl)-3-(trifluoromethyl)phenyl)benzamide|AMN 107|NILOTINIB|
Exicorilant	No	DrugBank_Yes	No	No	No	8	CORT-1252|Glucocorticoid Receptor Antagonist CORT125281|WHO 10854|EXICORILANT|Methanone, ((4aR,8aS)-1-(4-Fluorophenyl)-1,4,5,6,7,8,8a,9-octahydro-6-((2-methyl-2H-1,2,3-triazol-4-yl)sulfonyl)-4ah-pyrazolo(3,4-g)isoquinolin-4a-yl)(4-(trifluoromethyl)-2-pyridinyl)-|CORT 125281|Exicorilant|CORT125281|
Anti-FRA/Eribulin Antibody-drug Conjugate MORAb-202	No	No	No	No	No	7	MORAb 202|MORAb202|Anti-FRA/Eribulin Antibody-drug Conjugate MORAb-202|Anti-FRA ADC MORAb-202|ADC MORAb-202|Anti-FRA/Eribulin ADC MORAb-202|MORAb-202|
MET Tyrosine Kinase Inhibitor SGX523	No	No	KinaseResource_Yes	No	TTD_Yes	2	SGX523|MET Tyrosine Kinase Inhibitor SGX523|
Infigratinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	TTD_Yes	5	3-(2,6-Dichloro-3,5-dimethoxyphenyl)-1-(6-((4-(4-ethylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)-1-methylurea|BGJ-398|BGJ398|INFIGRATINIB|Infigratinib|
Curcumin	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	No	8	Turmeric Yellow|(E,E)-1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione|CURCUMIN|C.I. 75300|Diferuloylmethane|C.I. Natural Yellow 3|Curcumin|curcumin|
Foretinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	MET/VEGFR-2 inhibitor GSK1363089|FORETINIB|Multitargeted Tyrosine Kinase Inhibitor GSK1363089|XL880|N-(3-Fluoro-4-((6-methoxy-7-(3-(morpholin-4-yl)propoxy)quinolin-4-yl)oxy)phenyl)-N'-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide|Foretinib|GSK1363089|foretinib|
Irinotecan-Eluting Beads	No	No	No	No	No	3	CM-BC2|Irinotecan Hydrochloride Drug-eluting Beads|Irinotecan-Eluting Beads|
Pegaspargase	No	DrugBank_Yes	No	No	No	13	PEGLA|PEG-L-Asparaginase (Enzon - Kyowa Hakko)|pegaspargase|PEGASPARGASE|(Monomethoxypolyethylene Glycol Succinimidyl)74-L-Asparaginase|L-Asparaginase with Polyethylene Glycol|Oncaspar|Polyethylene Glycol L-Asparaginase|PEG-asparaginase|PEG-L-Asparaginase|Polyethylene Glycol-L-Asparaginase|Pegaspargase|PEG-Asparaginase|
17beta-Hydroxysteroid Dehydrogenase Type 5 Inhibitor ASP9521	No	No	No	No	No	5	ASP9521|17beta-Hydroxysteroid Dehydrogenase Type 5 Inhibitor ASP9521|17bHSD5 Inhibitor ASP9521|(4-(2-Hydroxy-2-methylpropyl)piperidin-1-yl)(5-methoxy-1H-indol-2-yl)methanone|ASP 9521|
Gemcitabine Prodrug LY2334737	No	No	No	No	No	2	LY2334737|Gemcitabine Prodrug LY2334737|
